EventId,Type,Severity,StartTime(UTC),EndTime(UTC),Precipitation(in),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode
W-165,Fog,Severe,4/30/2016 11:35,4/30/2016 11:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-166,Rain,Light,4/30/2016 15:15,4/30/2016 15:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-167,Snow,Light,4/30/2016 15:55,4/30/2016 16:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-168,Rain,Light,4/30/2016 21:55,4/30/2016 22:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-169,Snow,Light,5/1/2016 15:35,5/1/2016 16:35,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-170,Rain,Light,5/2/2016 3:55,5/2/2016 5:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-171,Snow,Light,5/2/2016 10:15,5/2/2016 11:35,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-172,Rain,Light,5/6/2016 12:35,5/6/2016 12:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-173,Rain,Light,5/6/2016 15:35,5/6/2016 15:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-174,Rain,Light,5/7/2016 23:35,5/7/2016 23:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-175,Rain,Light,5/8/2016 19:55,5/8/2016 20:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-176,Rain,Light,5/8/2016 20:55,5/8/2016 21:35,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-177,Rain,Light,5/8/2016 23:55,5/9/2016 1:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-178,Rain,Light,5/9/2016 11:15,5/9/2016 12:35,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-179,Rain,Light,5/9/2016 12:55,5/9/2016 13:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-180,Snow,Light,5/9/2016 13:15,5/9/2016 14:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-181,Rain,Light,5/9/2016 14:15,5/9/2016 15:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-182,Rain,Light,5/9/2016 15:55,5/9/2016 16:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-183,Rain,Light,5/9/2016 16:35,5/9/2016 16:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-184,Rain,Light,5/10/2016 16:15,5/10/2016 16:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-185,Rain,Light,5/10/2016 19:55,5/10/2016 20:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-186,Rain,Light,5/10/2016 20:55,5/10/2016 21:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-187,Rain,Light,5/10/2016 22:15,5/10/2016 22:35,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-188,Rain,Light,5/10/2016 22:55,5/10/2016 23:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-189,Rain,Light,5/11/2016 0:55,5/11/2016 1:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-190,Rain,Light,5/11/2016 2:55,5/11/2016 3:35,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-191,Rain,Light,5/11/2016 5:35,5/11/2016 5:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-192,Rain,Light,5/11/2016 6:55,5/11/2016 7:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-193,Rain,Light,5/15/2016 11:35,5/15/2016 13:35,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-194,Rain,Light,5/15/2016 15:35,5/15/2016 15:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-195,Rain,Light,5/15/2016 17:55,5/15/2016 18:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-196,Rain,Light,5/16/2016 8:56,5/16/2016 9:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-197,Rain,Light,5/16/2016 14:36,5/16/2016 14:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-198,Rain,Light,5/16/2016 15:16,5/16/2016 16:35,0.02,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-199,Rain,Light,5/16/2016 18:15,5/16/2016 18:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-200,Rain,Light,5/16/2016 19:15,5/16/2016 23:35,0.05,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-201,Rain,Light,5/16/2016 23:56,5/17/2016 0:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-202,Rain,Light,5/17/2016 1:56,5/17/2016 2:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-203,Rain,Light,5/17/2016 18:56,5/17/2016 19:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-204,Rain,Light,5/17/2016 19:36,5/17/2016 20:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-205,Rain,Light,5/17/2016 20:56,5/17/2016 21:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-206,Rain,Light,5/17/2016 21:36,5/17/2016 22:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-207,Rain,Light,5/17/2016 22:55,5/18/2016 1:16,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-208,Rain,Light,5/18/2016 1:36,5/18/2016 2:36,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-209,Rain,Light,5/18/2016 16:35,5/18/2016 18:35,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-210,Rain,Light,5/18/2016 20:36,5/18/2016 20:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-211,Rain,Light,5/18/2016 21:16,5/18/2016 22:35,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-212,Rain,Light,5/18/2016 23:16,5/19/2016 3:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-213,Rain,Light,5/19/2016 3:56,5/19/2016 4:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-214,Rain,Light,5/19/2016 4:36,5/19/2016 6:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-215,Rain,Light,5/19/2016 20:35,5/19/2016 20:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-216,Rain,Light,5/19/2016 21:15,5/19/2016 22:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-217,Rain,Light,5/19/2016 22:35,5/19/2016 23:56,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-218,Rain,Light,5/20/2016 0:16,5/20/2016 0:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-219,Rain,Light,5/26/2016 19:15,5/26/2016 19:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-220,Rain,Light,5/26/2016 20:56,5/26/2016 21:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-221,Rain,Light,5/26/2016 21:36,5/26/2016 21:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-222,Rain,Light,5/26/2016 23:36,5/26/2016 23:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-223,Rain,Light,5/27/2016 0:36,5/27/2016 0:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-224,Rain,Light,5/27/2016 4:36,5/27/2016 6:36,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-225,Rain,Light,5/27/2016 7:56,5/27/2016 9:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-226,Rain,Light,5/27/2016 21:56,5/27/2016 22:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-227,Rain,Light,5/27/2016 23:36,5/27/2016 23:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-228,Rain,Light,5/28/2016 0:16,5/28/2016 0:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-229,Rain,Light,5/28/2016 1:56,5/28/2016 2:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-230,Rain,Light,5/28/2016 3:16,5/28/2016 3:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-231,Rain,Light,5/28/2016 22:16,5/28/2016 22:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-232,Rain,Light,5/28/2016 23:56,5/29/2016 0:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-233,Rain,Light,5/29/2016 18:16,5/29/2016 18:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-234,Rain,Light,5/30/2016 20:16,5/30/2016 21:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-235,Rain,Light,5/30/2016 21:36,5/30/2016 21:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-236,Rain,Light,5/30/2016 22:56,5/30/2016 23:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-237,Rain,Light,5/31/2016 21:36,5/31/2016 21:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-238,Rain,Light,6/1/2016 1:56,6/1/2016 2:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-239,Rain,Light,6/1/2016 3:36,6/1/2016 3:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-240,Rain,Light,6/1/2016 22:16,6/1/2016 23:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-241,Rain,Light,6/2/2016 0:16,6/2/2016 0:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-242,Rain,Light,6/4/2016 22:56,6/4/2016 23:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-243,Rain,Light,6/5/2016 1:16,6/5/2016 1:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-244,Rain,Light,6/6/2016 1:36,6/6/2016 1:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-245,Rain,Light,6/6/2016 3:56,6/6/2016 4:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-246,Rain,Light,6/6/2016 4:36,6/6/2016 4:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-247,Rain,Light,6/6/2016 5:36,6/6/2016 5:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-248,Rain,Light,6/6/2016 21:56,6/6/2016 23:16,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-249,Rain,Light,6/7/2016 0:56,6/7/2016 1:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-250,Rain,Light,6/7/2016 21:36,6/7/2016 23:36,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-251,Rain,Light,6/7/2016 23:56,6/8/2016 0:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-252,Rain,Light,6/8/2016 19:16,6/8/2016 19:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-253,Rain,Light,6/8/2016 20:16,6/8/2016 20:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-254,Rain,Light,6/8/2016 21:56,6/8/2016 22:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-255,Rain,Light,6/8/2016 23:16,6/8/2016 23:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-256,Rain,Light,6/8/2016 23:56,6/9/2016 0:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-257,Rain,Light,6/9/2016 0:36,6/9/2016 1:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-258,Rain,Light,6/10/2016 1:16,6/10/2016 1:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-259,Rain,Light,6/12/2016 2:15,6/12/2016 2:35,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-260,Rain,Light,6/12/2016 19:55,6/12/2016 20:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-261,Rain,Light,6/12/2016 21:35,6/12/2016 21:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-262,Rain,Light,6/12/2016 22:35,6/12/2016 22:55,0.07,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-263,Rain,Moderate,6/12/2016 22:55,6/12/2016 23:15,0.13,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-264,Rain,Light,6/13/2016 0:15,6/13/2016 0:35,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-265,Rain,Moderate,6/13/2016 0:35,6/13/2016 0:55,0.11,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-266,Rain,Light,6/13/2016 15:15,6/13/2016 15:35,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-267,Rain,Light,6/13/2016 15:55,6/13/2016 16:55,0.06,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-268,Rain,Light,6/13/2016 18:35,6/13/2016 18:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-269,Rain,Light,6/14/2016 1:15,6/14/2016 1:35,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-270,Rain,Light,6/14/2016 1:55,6/14/2016 2:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-271,Rain,Light,6/14/2016 2:35,6/14/2016 3:15,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-272,Rain,Light,6/21/2016 3:35,6/21/2016 3:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-273,Rain,Light,6/21/2016 20:35,6/21/2016 20:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-274,Rain,Light,6/22/2016 20:35,6/22/2016 21:35,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-275,Rain,Light,6/23/2016 20:35,6/23/2016 21:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-276,Rain,Light,6/23/2016 22:15,6/23/2016 22:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-277,Rain,Light,6/23/2016 23:35,6/23/2016 23:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-278,Rain,Light,6/24/2016 19:55,6/24/2016 22:35,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-279,Rain,Light,6/25/2016 0:55,6/25/2016 1:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-280,Rain,Light,6/25/2016 19:35,6/25/2016 19:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-281,Rain,Light,6/28/2016 5:15,6/28/2016 5:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-282,Rain,Light,6/30/2016 20:15,6/30/2016 20:35,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-283,Rain,Light,6/30/2016 22:15,6/30/2016 22:35,0.02,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-284,Rain,Light,6/30/2016 23:35,6/30/2016 23:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-285,Rain,Light,7/1/2016 0:15,7/1/2016 1:15,0.11,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-286,Rain,Light,7/1/2016 1:35,7/1/2016 2:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-287,Rain,Light,7/1/2016 2:35,7/1/2016 2:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-288,Rain,Light,7/1/2016 5:35,7/1/2016 5:55,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-289,Rain,Light,7/1/2016 6:35,7/1/2016 7:56,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-290,Rain,Light,7/1/2016 18:36,7/1/2016 18:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-291,Rain,Light,7/1/2016 19:56,7/1/2016 20:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-292,Rain,Light,7/1/2016 21:16,7/2/2016 5:56,0.28,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-293,Rain,Light,7/2/2016 6:16,7/2/2016 6:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-294,Rain,Light,7/2/2016 20:36,7/2/2016 21:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-295,Rain,Light,7/2/2016 21:36,7/3/2016 0:16,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-296,Rain,Light,7/3/2016 1:16,7/3/2016 1:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-297,Rain,Light,7/3/2016 2:36,7/3/2016 3:56,0.05,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-298,Rain,Light,7/3/2016 20:36,7/3/2016 20:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-299,Rain,Light,7/3/2016 21:16,7/3/2016 22:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-300,Rain,Light,7/3/2016 23:36,7/4/2016 0:16,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-301,Rain,Light,7/4/2016 21:16,7/4/2016 21:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-302,Rain,Light,7/4/2016 23:36,7/5/2016 3:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-303,Rain,Light,7/6/2016 1:56,7/6/2016 2:36,0.03,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-304,Fog,Moderate,7/7/2016 18:16,7/7/2016 18:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-305,Rain,Light,7/8/2016 0:36,7/8/2016 0:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-306,Rain,Light,7/8/2016 1:36,7/8/2016 1:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-307,Rain,Light,7/8/2016 2:36,7/8/2016 2:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-308,Rain,Light,7/8/2016 3:56,7/8/2016 4:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-309,Rain,Light,7/18/2016 21:56,7/18/2016 22:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-310,Rain,Light,7/18/2016 23:56,7/19/2016 1:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-311,Rain,Light,7/19/2016 1:56,7/19/2016 2:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-312,Rain,Light,7/19/2016 2:56,7/19/2016 3:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-313,Rain,Light,7/19/2016 3:56,7/19/2016 4:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-314,Rain,Light,7/19/2016 9:16,7/19/2016 9:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-315,Rain,Light,7/19/2016 11:56,7/19/2016 12:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-316,Rain,Light,7/19/2016 12:36,7/19/2016 12:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-317,Rain,Light,7/19/2016 19:36,7/19/2016 19:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-318,Rain,Light,7/19/2016 20:36,7/19/2016 23:56,0.1,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-319,Rain,Light,7/20/2016 4:36,7/20/2016 5:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-320,Rain,Light,7/20/2016 7:36,7/20/2016 8:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-321,Rain,Light,7/20/2016 20:16,7/21/2016 0:36,0.14,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-322,Rain,Light,7/21/2016 1:16,7/21/2016 2:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-323,Rain,Light,7/21/2016 2:56,7/21/2016 3:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-324,Rain,Light,7/21/2016 20:36,7/21/2016 22:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-325,Rain,Light,7/21/2016 23:56,7/22/2016 0:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-326,Rain,Light,7/22/2016 0:36,7/22/2016 0:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-327,Rain,Light,7/22/2016 1:16,7/22/2016 1:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-328,Rain,Light,7/22/2016 5:16,7/22/2016 5:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-329,Rain,Light,7/22/2016 5:56,7/22/2016 6:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-330,Rain,Light,7/22/2016 18:56,7/22/2016 19:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-331,Rain,Light,7/22/2016 20:16,7/22/2016 21:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
