EventId,Type,Severity,StartTime(UTC),EndTime(UTC),Precipitation(in),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode
W-332,Rain,Light,7/22/2016 21:56,7/22/2016 22:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-333,Rain,Light,7/22/2016 22:56,7/22/2016 23:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-334,Rain,Light,7/24/2016 0:56,7/24/2016 1:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-335,Rain,Light,7/24/2016 20:36,7/24/2016 20:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-336,Rain,Light,7/24/2016 21:36,7/24/2016 21:56,0.05,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-337,Rain,Light,7/25/2016 21:16,7/25/2016 21:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-338,Rain,Light,7/26/2016 20:56,7/26/2016 21:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-339,Rain,Light,7/26/2016 23:16,7/26/2016 23:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-340,Rain,Light,7/30/2016 6:16,7/30/2016 6:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-341,Rain,Light,7/30/2016 20:36,7/30/2016 20:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-342,Rain,Light,7/30/2016 21:16,7/30/2016 21:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-343,Rain,Light,7/30/2016 21:56,7/30/2016 22:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-344,Rain,Light,7/31/2016 19:36,7/31/2016 19:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-345,Rain,Light,7/31/2016 20:16,7/31/2016 21:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-346,Rain,Light,7/31/2016 21:36,7/31/2016 21:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-347,Rain,Light,7/31/2016 22:16,7/31/2016 22:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-348,Rain,Light,7/31/2016 22:56,7/31/2016 23:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-349,Rain,Light,8/1/2016 0:16,8/1/2016 0:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-350,Rain,Light,8/1/2016 1:16,8/1/2016 1:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-351,Rain,Light,8/1/2016 1:56,8/1/2016 2:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-352,Rain,Light,8/1/2016 2:36,8/1/2016 2:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-353,Rain,Light,8/1/2016 4:36,8/1/2016 4:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-354,Rain,Light,8/1/2016 5:16,8/1/2016 5:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-355,Rain,Light,8/1/2016 6:16,8/1/2016 6:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-356,Rain,Light,8/1/2016 23:56,8/2/2016 0:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-357,Rain,Light,8/3/2016 0:16,8/3/2016 1:16,0.03,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-358,Rain,Light,8/3/2016 2:16,8/3/2016 2:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-359,Rain,Light,8/3/2016 2:56,8/3/2016 3:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-360,Rain,Light,8/3/2016 20:56,8/3/2016 22:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-361,Rain,Light,8/3/2016 22:56,8/3/2016 23:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-362,Rain,Light,8/4/2016 3:36,8/4/2016 4:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-363,Rain,Light,8/4/2016 6:56,8/4/2016 7:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-364,Rain,Light,8/4/2016 18:16,8/4/2016 18:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-365,Rain,Light,8/4/2016 20:36,8/4/2016 21:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-366,Rain,Light,8/5/2016 7:16,8/5/2016 9:56,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-367,Rain,Light,8/5/2016 10:36,8/5/2016 11:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-368,Rain,Light,8/5/2016 18:36,8/5/2016 20:36,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-369,Rain,Light,8/5/2016 21:16,8/5/2016 21:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-370,Rain,Light,8/5/2016 22:56,8/5/2016 23:36,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-371,Rain,Light,8/6/2016 1:16,8/6/2016 1:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-372,Rain,Light,8/6/2016 2:36,8/6/2016 3:56,0.1,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-373,Rain,Light,8/6/2016 4:16,8/6/2016 4:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-374,Rain,Light,8/6/2016 5:16,8/6/2016 6:16,0.06,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-375,Rain,Light,8/6/2016 7:36,8/6/2016 9:36,0.05,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-376,Rain,Light,8/6/2016 23:16,8/6/2016 23:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-377,Rain,Moderate,8/6/2016 23:36,8/6/2016 23:56,0.18,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-378,Rain,Light,8/6/2016 23:56,8/7/2016 0:56,0.02,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-379,Rain,Light,8/7/2016 5:36,8/7/2016 5:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-380,Rain,Light,8/7/2016 18:36,8/7/2016 18:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-381,Rain,Light,8/8/2016 0:36,8/8/2016 0:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-382,Rain,Light,8/8/2016 1:56,8/8/2016 3:55,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-383,Rain,Light,8/8/2016 4:16,8/8/2016 4:36,0.02,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-384,Rain,Light,8/8/2016 6:36,8/8/2016 6:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-385,Rain,Light,8/8/2016 10:56,8/8/2016 11:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-386,Rain,Light,8/8/2016 19:36,8/8/2016 19:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-387,Rain,Light,8/8/2016 20:36,8/8/2016 20:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-388,Rain,Light,8/8/2016 21:16,8/8/2016 22:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-389,Rain,Light,8/8/2016 22:56,8/8/2016 23:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-390,Rain,Light,8/9/2016 23:16,8/9/2016 23:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-391,Rain,Light,8/10/2016 20:56,8/10/2016 21:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-392,Rain,Light,8/10/2016 21:56,8/10/2016 22:56,0.05,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-393,Rain,Light,8/10/2016 23:16,8/11/2016 0:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-394,Rain,Light,8/11/2016 1:16,8/11/2016 1:36,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-395,Rain,Light,8/11/2016 3:56,8/11/2016 4:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-396,Rain,Light,8/16/2016 20:16,8/16/2016 20:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-397,Rain,Light,8/16/2016 23:56,8/17/2016 0:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-398,Rain,Light,8/17/2016 21:16,8/17/2016 21:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-399,Rain,Light,8/17/2016 22:36,8/17/2016 23:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-400,Rain,Light,8/18/2016 21:56,8/19/2016 0:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-401,Rain,Light,8/19/2016 23:56,8/20/2016 0:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-402,Rain,Light,8/20/2016 2:16,8/20/2016 2:36,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-403,Rain,Light,8/21/2016 0:56,8/21/2016 1:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-404,Rain,Light,8/21/2016 2:16,8/21/2016 2:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-405,Rain,Light,8/21/2016 23:56,8/22/2016 0:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-406,Rain,Light,8/22/2016 20:36,8/22/2016 20:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-407,Rain,Light,8/22/2016 21:36,8/22/2016 22:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-408,Rain,Light,8/22/2016 22:56,8/22/2016 23:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-409,Rain,Light,8/22/2016 23:56,8/23/2016 0:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-410,Rain,Light,8/23/2016 0:56,8/23/2016 1:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-411,Rain,Light,8/23/2016 18:36,8/23/2016 18:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-412,Rain,Light,8/23/2016 20:36,8/23/2016 20:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-413,Rain,Light,8/23/2016 21:16,8/23/2016 22:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-414,Rain,Light,8/23/2016 22:56,8/23/2016 23:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-415,Rain,Light,8/23/2016 23:36,8/23/2016 23:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-416,Rain,Light,8/24/2016 0:16,8/24/2016 0:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-417,Rain,Light,8/25/2016 0:16,8/25/2016 0:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-418,Rain,Light,8/25/2016 1:16,8/25/2016 2:36,0.06,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-419,Rain,Light,8/25/2016 3:36,8/25/2016 4:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-420,Rain,Light,8/25/2016 19:36,8/25/2016 19:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-421,Rain,Light,8/25/2016 20:36,8/25/2016 20:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-422,Rain,Light,8/25/2016 22:16,8/25/2016 22:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-423,Rain,Light,8/26/2016 2:56,8/26/2016 3:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-424,Rain,Light,8/26/2016 20:16,8/26/2016 20:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-425,Rain,Light,8/26/2016 22:16,8/26/2016 22:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-426,Rain,Light,8/27/2016 4:16,8/27/2016 4:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-427,Rain,Light,8/28/2016 21:16,8/28/2016 22:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-428,Rain,Light,8/28/2016 23:16,8/28/2016 23:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-429,Rain,Light,8/29/2016 0:16,8/29/2016 0:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-430,Rain,Light,8/29/2016 1:16,8/29/2016 1:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-431,Rain,Light,8/29/2016 1:56,8/29/2016 2:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-432,Rain,Light,8/29/2016 2:36,8/29/2016 2:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-433,Rain,Light,8/29/2016 3:16,8/29/2016 3:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-434,Rain,Light,8/29/2016 4:16,8/29/2016 4:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-435,Rain,Light,8/29/2016 6:16,8/29/2016 6:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-436,Rain,Light,8/29/2016 10:16,8/29/2016 10:36,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-437,Rain,Light,8/29/2016 10:56,8/29/2016 11:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-438,Rain,Light,8/29/2016 11:56,8/29/2016 12:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-439,Rain,Light,8/29/2016 12:36,8/29/2016 12:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-440,Rain,Light,8/29/2016 19:16,8/29/2016 21:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-441,Rain,Light,8/29/2016 21:56,8/29/2016 23:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-442,Rain,Moderate,8/29/2016 23:16,8/29/2016 23:36,0.28,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-443,Rain,Heavy,8/29/2016 23:36,8/29/2016 23:56,0.46,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-444,Rain,Light,8/29/2016 23:56,8/30/2016 0:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-445,Rain,Light,8/30/2016 20:56,8/30/2016 21:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-446,Rain,Light,8/30/2016 23:56,8/31/2016 0:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-447,Rain,Light,8/31/2016 20:36,8/31/2016 21:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-448,Rain,Light,8/31/2016 23:56,9/1/2016 0:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-449,Rain,Light,9/1/2016 0:56,9/1/2016 1:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-450,Rain,Light,9/1/2016 2:36,9/1/2016 2:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-451,Rain,Light,9/1/2016 4:56,9/1/2016 5:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-452,Rain,Light,9/1/2016 19:56,9/1/2016 20:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-453,Rain,Light,9/1/2016 23:16,9/1/2016 23:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-454,Rain,Light,9/3/2016 7:36,9/3/2016 7:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-455,Rain,Light,9/3/2016 8:16,9/3/2016 8:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-456,Rain,Light,9/3/2016 10:16,9/3/2016 10:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-457,Rain,Light,9/3/2016 12:56,9/3/2016 13:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-458,Rain,Light,9/3/2016 15:36,9/3/2016 15:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-459,Rain,Light,9/3/2016 16:56,9/3/2016 17:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-460,Rain,Light,9/3/2016 19:36,9/3/2016 19:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-461,Rain,Light,9/3/2016 22:36,9/3/2016 22:56,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-462,Rain,Light,9/3/2016 23:16,9/3/2016 23:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-463,Rain,Light,9/4/2016 0:36,9/4/2016 1:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-464,Rain,Light,9/4/2016 14:36,9/4/2016 14:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-465,Rain,Light,9/4/2016 17:16,9/4/2016 17:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-466,Rain,Light,9/11/2016 22:56,9/11/2016 23:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-467,Rain,Light,9/12/2016 0:36,9/12/2016 0:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-468,Rain,Light,9/12/2016 1:36,9/12/2016 1:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-469,Rain,Light,9/12/2016 4:16,9/12/2016 4:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-470,Rain,Light,9/12/2016 5:36,9/12/2016 5:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-471,Rain,Light,9/12/2016 21:36,9/12/2016 22:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-472,Rain,Light,9/14/2016 1:36,9/14/2016 1:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-473,Rain,Light,9/14/2016 10:16,9/14/2016 10:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-474,Rain,Light,9/14/2016 19:56,9/14/2016 20:16,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-475,Rain,Light,9/14/2016 23:36,9/14/2016 23:56,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-476,Rain,Light,9/15/2016 1:16,9/15/2016 1:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-477,Rain,Light,9/15/2016 2:16,9/15/2016 2:36,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-478,Rain,Moderate,9/15/2016 2:36,9/15/2016 2:56,0.18,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-479,Rain,Light,9/30/2016 23:57,10/1/2016 0:37,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-480,Rain,Light,10/3/2016 9:17,10/3/2016 9:37,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-481,Rain,Light,10/3/2016 11:57,10/3/2016 12:17,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-482,Rain,Light,10/3/2016 15:17,10/3/2016 15:37,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-483,Rain,Light,10/3/2016 15:57,10/3/2016 16:17,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-484,Snow,Light,10/6/2016 13:17,10/6/2016 14:17,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-485,Rain,Light,10/9/2016 21:17,10/9/2016 21:57,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-486,Rain,Light,10/9/2016 23:57,10/10/2016 0:17,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-487,Rain,Light,10/10/2016 22:37,10/10/2016 23:17,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-488,Rain,Light,10/11/2016 12:37,10/11/2016 12:57,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-489,Rain,Light,10/11/2016 16:57,10/11/2016 17:17,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-490,Rain,Light,10/11/2016 19:37,10/11/2016 19:57,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-491,Rain,Light,10/11/2016 20:57,10/11/2016 21:15,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-492,Rain,Light,10/11/2016 22:57,10/11/2016 23:37,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-493,Rain,Light,11/5/2016 11:17,11/5/2016 16:37,0.16,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-494,Rain,Light,11/6/2016 0:37,11/6/2016 0:57,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-495,Rain,Light,11/6/2016 17:57,11/6/2016 18:17,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-496,Cold,Severe,11/7/2016 21:37,11/7/2016 22:17,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-497,Cold,Severe,11/7/2016 22:37,11/7/2016 23:29,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-498,Snow,Light,11/17/2016 16:09,11/17/2016 16:49,0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
